review,rating,date,lang
"Servicii foarte proaste de multe ori. La un moment dat am comandat o pizza, lipsea o felie. Altă dată am primit ofertă cu transport gratuit, la plată mi-a scris o sumă cu transportul gratuit, când am comandat mi-au luat bani si de transport. Ultima data am comandat ceva, mi s-a arătat in aplicație că mi s-a preluat comanda, și în câteva minute mi s-a spus că restaurantul nu-mi poate pregăti comanda după ce mi-au spus că mi-au ridicat-o. Bătaie de joc",1,2023-03-12T22:12:28,ro
"This app says in a nutshell order anything and we deliver, that's a big lie not one single store is close to my location. How??? Someone explain that to me please?",2,2023-03-12T21:19:12,en
There is a bug when paying with a card.,3,2023-03-12T18:50:55,en
Very good,5,2023-03-12T18:29:50,af
"În ultima vreme tot am primit e-mailuri despre niște comenzi pe care nu le-am făcut. Cel mai probabil adresa mea de e-mail este setata ca și adresa de corespondenta și în contul altcuiva. ""Profesionalismul"" a apărut când am luat legătura cu cineva de la Glovo sa rezolvam cumva problema. Răspunsul a fost ""blocați notificările Glovo"". Ceea ce am și făcut, chiar mai mult, am și dezinstalat aplicația si șters contul. Review-ul îl las, sa știe și alți posibili utilizatori la ce sa se aștepte.",1,2023-03-12T18:26:02,ro
my only issue is that some areas you don't deliver to.. I don't understand why place like kado,4,2023-03-12T15:54:27,en
perfect,5,2023-03-12T15:27:02,ca
They have good service and good delivery,4,2023-03-12T15:26:01,en
so sweet,5,2023-03-12T15:05:38,af
try glovo best option,5,2023-03-12T14:55:13,en
i don't hv issues with glovo but with chicken republic. I asked for sprite and saw coke... I don't take coke🤷🏾‍♀️,4,2023-03-12T14:33:57,en
good,5,2023-03-12T14:02:52,so
Absolutely horrible honestly disappointed in the service not only that but they overload a hand full of riders to carry out tasks that clearly can not be met by the drivers,1,2023-03-12T13:45:50,en
It don't even got my address 😕,1,2023-03-12T12:27:33,en
it takes time to load also It does not allow me to order food from a restaurant far from where I live even though the only reason I downloaded it to enable buy special dishes from places I cannot physically go,4,2023-03-12T12:23:53,en
fast and reliable,5,2023-03-12T12:20:05,en
No great customer experience! Many lacks on many levels...,2,2023-03-12T11:48:41,en
