review,rating,date,lang
Useful app. I order food via this app in Georgia,5,2024-08-29T10:24:13,en
Good service,5,2024-08-29T09:42:17,en
Not Kell my energy,1,2024-08-29T06:22:12,no
For spreading ads everywhere👎,1,2024-08-29T00:03:55,en
"Pathetic, order not delivered, and no refund. Day-light theft.",1,2024-08-28T22:50:43,en
Ads for Disney+ in a food delivery app,1,2024-08-28T21:58:33,en
My choice,5,2024-08-28T20:45:40,en
lalooaa,1,2024-08-28T20:44:02,so
"Niby spoko, ale jak zamówiłem z knajpy gdzie restauracja obsługuje dostawę, to cały czas są przedstawiane widełki czasowe do przodu. To po co te widełki?",3,2024-08-28T20:35:49,pl
mm sushi box,5,2024-08-28T19:34:44,so
It's great but whenever I order something it doesn't come or it disappears please respond and fix it,1,2024-08-28T19:23:37,en
Glovo in Morocco is BS,1,2024-08-28T19:21:03,it
I ordered from tastee fried chicken and made payment via transfer only to find out an unpaid bill was added to my account. I chatted with 2 glovo agents and they were quite unhelpful while trying to coerce me into giving them 5 stars for services not rendered even after sending them proofs of my payment.,1,2024-08-28T17:46:50,en
No longer trusted,1,2024-08-28T17:34:09,no
how can you guys give me ads when I pay for premium?,3,2024-08-28T17:01:23,en
"Command, Ayobo, Ajegunle out of delivery? So what's the essence?",1,2024-08-28T16:27:31,en
muito bom,5,2024-08-28T16:15:12,pt
good,4,2024-08-28T13:17:06,so
the best❤️,5,2024-08-28T13:07:35,en
Thank you for your service!,5,2024-08-28T10:45:09,en
Njimoo .. Oo oo .,5,2024-08-28T10:31:58,so
Just no,1,2024-08-28T01:24:15,en
I give it 0 Star useless app,1,2024-08-27T22:22:56,en
Dva puta zaredom su dva različita kurira u rasponu od dva sata ispravne narudžbe iz restorana odnijeli pogrešnim osobama koje su ih samo bacile.,1,2024-08-27T20:21:01,hr
fast and easy,5,2024-08-27T20:03:07,en
"Bad customer service, no refund for the food that we ordered and didn't come. I imagine they have no control over who delivers food.",1,2024-08-27T15:58:44,en
"Too many items were missing from my order as they were unavailable ( it would have been good to know that at the time of order). I had to contact Glovo for a refund. Good points: the driver was polite, and the online customer service person was very helpful.",2,2024-08-27T15:30:21,en
I love glovo for real,5,2024-08-27T14:49:29,sl
You have to pay the bad weather fee despite the weather being fine every time,1,2024-08-27T14:44:57,en
They are the worst. They don't refund your money when your order fails or the application fails. I wouldn't recommend using them for delivery,1,2024-08-27T11:21:06,en
I was debited but instead of redirecting to my order it's said invalid and I can't gety order. I need a phone number to call for a refund,1,2024-08-26T22:29:04,en
These people have become thieve . If that's not the case please tell me why it's been a week and I didn't get my money back. 48 to 72 hours was the given time please I need my refund I need my money. Money doesn't grow on trees. You people are becoming wicked and are now stealing from the masses. Order from them at your risk,1,2024-08-26T22:16:50,en
SCAM !!!!!!!! Take note .. they will cancel your order and leave you begging for a refund which you'll never get 😠 I'm just so frustrated,1,2024-08-26T22:06:18,en
ABTA.lLarbi.2024,5,2024-08-26T21:29:41,so
"USATE DELIVEROO CHE È DECISAMENTE MEGLIO DI STA CACATA, puoi usare solo un codice promo alla volta ed i costi vari sono assurdi",1,2024-08-26T19:31:19,it
Taxe peste taxe. Mai nou sunt și reclame in aplicație.,1,2024-08-26T18:49:38,ro
Perfect,5,2024-08-26T18:38:29,en
Scam is the best word i can use for this App. Ordered for food which was never delivered but rider claimed he waited for over an hour at my place and had to drive away but still marked that he had delivered. I reached out to Glovo support who never helped besides the answer from the Bot. And this is me having reached out for over more than 4 times. My advice AVOID,1,2024-08-26T17:51:47,en
I'm suddenly seeing ads in the app that was until yesterday ad free. Is it not enough that you get commission from sales? From both me and the restaurant? Is it not enough that I have Glovo PRIME and yet I STILL see ads? Are you people out of your mind!? Can't I got 2 minutes without seeing an ad somewhere?,1,2024-08-26T17:03:49,en
good 👍. on time delivery,4,2024-08-26T16:00:35,en
very good delivery services I love it,5,2024-08-26T15:04:28,en
Great service!,5,2024-08-26T14:49:10,en
"Status on orders changes the estimated arrival time and keeps saying ""on time"" even thought order is clearly delayed compared to original order.",1,2024-08-26T14:15:09,en
"Nu stiu ce se intampla dar in ultima perioada, aplicatia functioneaza execrabil. Nu apar restaurante, apar frecvent mesaje ca nu accepta comenzi - de fiecare data e cate ceva.",2,2024-08-26T14:13:38,ro
They have terrible customer service and they don't refund.,1,2024-08-26T13:26:06,en
Dependable,5,2024-08-26T12:07:28,no
Nothing is working,1,2024-08-26T11:57:19,en
This is the best of me lyf,5,2024-08-26T11:28:46,en
"bit expensive with the delivery charges, extra charges and minimum spend",4,2024-08-26T00:52:23,en
the service and the delivery was quite fantastic 👌,5,2024-08-25T22:42:46,en
This app very good,5,2024-08-25T22:28:29,en
Visa kartice ne rade,1,2024-08-25T21:27:43,hr
realible,5,2024-08-25T18:01:35,es
Uganda support is funny,1,2024-08-25T17:24:37,en
pratique et efficace,5,2024-08-25T16:55:17,fr
"Nakon 50 min. cekanja i nakon sto se dostavljac 10 min. nije pomerio sa odredjene lokacije, kontaktirali smo korisnicku podraku koja je saopstila da ne radi monitorimg dostave, da je dostavljac naveo da je ista dostavljena iako i sami vide da nije. Cemu sluzi onda ova aplikacija ukoliko ne mozes da dobijes porudzbinu koju si narucio?",1,2024-08-25T14:53:09,hr
Stop using them! They charge you for products they don't deliver and then refuse to refund. This is a felony.,1,2024-08-25T14:21:35,en
excellent,5,2024-08-25T11:51:16,ca
nice app,4,2024-08-25T02:00:50,it
Courier have no any knowledge about the city,1,2024-08-25T01:33:37,en
"the spaghetti was small, the rice was tasty, the protein was tasty, delivery was early",5,2024-08-25T00:22:23,en
excellent,5,2024-08-24T23:57:37,ca
So lovely,5,2024-08-24T22:43:44,cs
Garbage,1,2024-08-24T20:56:54,id
