review,rating,date,lang
Bad through and through,1,2024-01-31T18:41:53,en
"The worst app ever, they take money and don't bring g food. We should report police and never trust their carriers as well.",1,2024-01-31T18:15:29,en
"I ordered multiple times through them. I had no problems until today. Today was the first time I received a wrong order. I contacted customer support and they were great. They just asked for photos of the items I received and the receipt and they immediately refunded my money. Edit: I ordered from Mc Donald's and I got to keep the order, but wow, that order: 2 McChicken just the bun and and chicken, one McCrispy just the bun and chicken and a large size of fries. Unedible. Threw it away.",5,2024-01-31T18:06:12,en
I can't contact the customer care. I paid for a meal but it took me back to the ordering page and did not confirm my order,1,2024-01-31T15:33:02,en
good people,5,2024-01-31T15:16:58,hr
"Ol.... .? M, m,.......mpmml,..,,.,,..... W Awa Lll) l) l Qqqqq ra Q each Aalll Lll",2,2024-01-31T15:12:29,ca
Sometimes the prices are too high. Higher than restaurant's menu,3,2024-01-31T15:03:03,en
I really appreciate Glovo because of the quality of service they provide.,4,2024-01-31T14:03:37,en
Good food. Great communication. Speedy delivery.,5,2024-01-31T12:46:01,en
I am so grateful for Rhoda one of your clients.....,5,2024-01-31T10:28:37,en
on time,5,2024-01-31T06:10:21,fi
One of the worst customer service,1,2024-01-31T04:29:30,en
Curierul Giovani care trebuia sa imi livreze comanda a intarziat 70 de minute dupa care a dat order delivered si a disparut. Nu este normal asa ceva. Este abolut minunat cum comanzi de mancare in 2023 pentru un grup intreg de persoana ca dupa sa te trezesti ca iti mananca un tampit mancarea si te mai si lasa sa astepti dupa ea,1,2024-01-31T03:29:49,ro
M-am însurat datorită acestei aplicații 🤣❤️,5,2024-01-31T00:47:40,ro
delivers fast,5,2024-01-30T20:43:35,da
Can't place order from mobile app. The app is stuck during order creation. It is the 3rd version with this bug,1,2024-01-30T19:19:31,en
best,5,2024-01-30T19:07:22,af
they work fast...,4,2024-01-30T18:49:58,en
"they've always delivered promptly.... and thanks for the discount always, it means a lot",5,2024-01-30T17:23:25,en
Perfect service,5,2024-01-30T14:34:55,en
"Their promo codes never work. I have ordered a meal which had 15 PLN discount. However, the app didn't accept the code while I was ordering which is a recurring problem. As this happens all the time, I just said leave it and order. However, later I thought it's fair to complain about it finally. As their service has been good, I thought the customer support would help. NO! No help, no compensation, no correcting their mistake. I have been a regular client but NEVER AGAIN.",1,2024-01-30T13:32:22,en
very nice service especially when restaurants or couriers mess up.,5,2024-01-30T13:03:18,en
"Can not change language of interface. Also, buggy order acceptance process (stucks on ""order confirmation"", also had troubles with payment through Google Pay)",2,2024-01-30T12:55:10,en
no courier available most times,3,2024-01-30T12:54:31,fr
Very good service 👏,5,2024-01-29T23:57:26,en
Jako korisno za hitne nabavke!,5,2024-01-29T22:14:34,sl
