review,rating,date,lang
Real quick and precise. UAU!,5,2023-06-28T16:20:08,en
the best 👌,5,2023-06-28T16:16:18,en
service render the best,5,2023-06-28T16:13:21,en
glovo es excelente,5,2023-06-28T15:38:49,pt
Best,5,2023-06-28T13:40:47,de
Good,5,2023-06-28T12:31:10,so
"შეკვეთა გავაუქმე დაახლოებით 4-5 წუთში, მთლიანი თანხა ჩამომეჭრა და აღარ დამიბრუნდა. ვთქვათ დავიჯერე რო კერძი 5 წუთში მოამზადეს (რაც ძალიან საეჭვოა))))), მიტანის საფასური რატომ გადამახდევინეთ, ან minimum basket-ის და ან service-ს. და საერთოდ რატომ გაქვთ შეკვეთის გაუქმების ფუნქცია თუ თანხას საერთოდ არ აბრუნებთ?",1,2023-06-28T11:57:34,et
thank u for ur services,5,2023-06-28T11:51:32,en
"Keep getting a robot when I try to talk to customer service. Ordered alcohol got none alcoholic drinks, lying vendor do something, refund",1,2023-06-28T03:36:33,en
"Couriers do their job quite well, but app isn't up to date to what stores actually have, nor does the app show all the products in stores. Had problems with some items I filed in request for weren't added to my bag, or those employees in stores added wrong one. AND I still got charged for products that I never received. So why paying in advance, as soon as we confirm order, and not at the cash register when 'collector' in the store places things in bag. Yes you can get refund, but whyyy",3,2023-06-28T02:52:01,en
your rice is too small,5,2023-06-28T00:38:58,en
"1. Transactions are successful but for some reason, itransaction would be showing failed and your order pending. You would have to close the app and reopen it to realize your order is in process 2. Your merchant cancels and I have to wait for 5-7 business days to refund my money. 3. Customer service, just there Overall, i have had a poor customer experience",1,2023-06-27T23:55:22,en
"If you want to be disappointed then feel free to use this app. Thier support is horrible; every 2nd or 3rd order has a mistake. They send you coupons but when you try to use them, they wont work. After you contact them you get AI generated messages back which you need to decode to understand...",1,2023-06-27T23:50:57,en
It is not possible to make order,1,2023-06-27T23:17:52,en
"Let me give it 3.5 stars, not because i hate it, it's because they need to improve in some sectors. For instance, When I'm asked to give feedback based on the delivery and the seller, it'd be more great if they introduce a System where I can write why I rated the seller badly and why I rated the driver poorly, and vise versa. Secondly, The app will give you fake promo which are expired. I did find that pleasing TBH. They need to rectify in the same. Finally, I recommend using the APP .",1,2023-06-27T22:28:02,en
chil should be optional depending on the order!,3,2023-06-27T20:58:41,en
The order is delivered on time.,4,2023-06-27T20:56:37,en
the app doesn't show all the restaurant options like it does on the site... the only reason i use it is due to the delivery tracker and even that is either missing for most restaurants or the location data is off. They randomly charge you weather fees on clear skies. The ratings feel Fake.,1,2023-06-27T20:10:10,en
prea mult fees iau ceva de 30 40 de lei si am aproape 20 de lei fees ca ploua si de alea ce ma intereseaza pe mine ca il ploua pe ala,1,2023-06-27T17:25:39,ro
It has unfriendly UI.,2,2023-06-27T16:54:40,en
excellente,5,2023-06-27T15:41:05,ca
Good,5,2023-06-27T15:40:37,so
excellent,5,2023-06-27T14:41:49,ca
Always correct and faster than they say,5,2023-06-27T13:50:39,en
"App glitched and didnt show anything about my order, couldnt speak to an agent so i cancelled the order less than a minute after making it and they still charged me cancellation fee because their driver is on its way to pick up an order which hasnt even been made yet, uninstalled and never using again",1,2023-06-27T12:42:51,en
They mess up and customer pays for it. Imagine you pay for prime app won't let you make orders but they refuse to refund or rectify the issue they caused. Horrible customer service,1,2023-06-27T11:41:33,en
perfect delivery time,5,2023-06-27T10:57:23,en
Bad experience,1,2023-06-27T10:55:39,es
This app is so amazing,5,2023-06-27T09:35:43,en
good,4,2023-06-27T03:58:38,so
"A seguito alla mancata consegna di sabato 24 giugno vi chiedo come mai non vogliate restituirmi i miei soldi (13,80€) visto che il vostro glover Ahsan ha ritirato la merce senza consegnarla. Oggi siamo andati al McDonald's di Correggio dove abbiamo appurato che la merce é stata ritirata ma non consegnata. Vi chiedo di prendere dei provvedimenti in merito rider e la restituzione della somma da me pagata.",1,2023-06-26T22:39:30,it
perfect,5,2023-06-26T21:38:56,ca
"Made an order on app, my payment was processed no food was delivered. The app doesn't show my order but my MPESA indicates payment went through. No way to contact this company. Interesting glich?",1,2023-06-26T21:32:37,en
gud,5,2023-06-26T20:42:29,so
Very professional !,5,2023-06-26T19:46:03,en
too expensive. and huge difference between the app prices at the real prices,1,2023-06-26T19:05:08,en
"Incredibly delayed delivery times, ordered food and waited for more than two hours without the possibility to cancel it, on top of thag I was asked to pay for it even after the food was uneatable since it contained raw ingredients that should be consumed right after preparation (which was impossible after they'd been in the restaurant for such a long time). Highly unrecommended, even if a restaurant is at the other side of the city its faster and cheaper to walk there rather than ordering here.",1,2023-06-26T18:53:34,en
very nice 👍,5,2023-06-26T18:27:51,cs
"Amazing app. Makes my life easier, especially when im not in the country.",5,2023-06-26T17:48:20,en
"Muy confiable y eficiente! Además, cuando hay algún inconveniente, el equipo de soporte te apoya al instante. Altamente recomendable.",5,2023-06-26T17:26:50,es
🙂😘,5,2023-06-26T16:07:51,unknown
",, Ln .",3,2023-06-26T13:17:02,fr
"Customer support practic inexistent, nu iti ofera o modalitate de a vorbi cu cineva cand exista probleme cu comanda. Search-ul in aplicatie e o mizerie (ex. caut ""pizza"" in Auchan si imi arata o singura pizza si o crema de soare, dar daca ma plimb manual prin categorii gasesc mult mai multe tipuri de pizza). Apoi printre cele mai enervante chestii, poti plasa comenzi la restaurante inchise. Am patit asta de mai multe ori fiindca aplicatia nu spunea ca e inchis si am stat si am asteptat degeaba.",1,2023-06-26T13:16:12,ro
Aplikacija ne funkcioniše u potpunosti. Nekoliko puta dobijam proko kod koji nikada ne radi.,1,2023-06-26T12:15:33,hr
Good and reliable,4,2023-06-26T11:40:23,en
"I never got the OTP on my mobile, thanks to Nadir on helpline, who helped me verify my mobile number in no time.",4,2023-06-26T00:36:14,en
"Customer service is terrible... The estimation of delivery can delay for 1 hours and glovo can't relocate to any courier. When we contacted customer support, we didn't get any apology neither can cancel the order. Even worse the agent still blame us that we didn't trust their info which they didn't even send a proof showing their info was real. 1 star is too high for this app...",1,2023-06-25T22:37:09,en
better,5,2023-06-25T21:37:34,no
Avoid as this people as much as possible. They took my money and were telling me they couldn't find my payment. Patronise at your own risk,2,2023-06-25T20:35:15,en
buon servizio,5,2023-06-25T20:34:26,it
If you order and pay for it through the bank transfer it will not go,1,2023-06-25T20:32:27,en
good,5,2023-06-25T20:12:38,so
Worst customer service I've ever seen.,1,2023-06-25T19:33:29,en
good service,5,2023-06-25T19:30:33,hr
"Glovo driver got me wrong order, told the support and they ""faked"" a compensation order that was cancelled 1 minute later due to an ""error"" and I never got compensation refund nor the right order. And the purposely hang up on me when I try to contact support again for this specific order. Horrible customer service.",1,2023-06-25T19:26:30,en
always on my mind 😌,5,2023-06-25T19:11:54,en
Terrible,1,2023-06-25T18:40:40,ca
"Aș dori sa fiu sunată când nu se găsește un anumit produs, pentru a fi înlocuit.",3,2023-06-25T18:38:59,ro
Fast and stable. 5 stars for me.,5,2023-06-25T17:55:25,en
"Good job guys. You removed the ""KFC"" restaurant from the app. Even if I access ""KFC Delivery"" via browser, it says you've got partnership. Such a disgrace. Fix your app",1,2023-06-25T17:52:43,en
Glovo doesnt have opening hours of the restaurants coded inside the all which means that in bloody sunday none among 10 restaurants i wanted to eat from were available. Terrible customer experience to first make customer hungry and then blueball him,1,2023-06-25T16:15:44,en
"I had enjoyed using glovo & had given a good review in the past, until I placed an order but cancelled immediately when I remembered I omitted an item. I was charged a cancellation fee of N500. I contacted the customer service to explain why I shouldn't be charged since the order wasn't processed (I cancelled immediately I placed the order) but she was so rigid & unhelpful. Your cancellation fee is rigid & fraudulent. Cancellation fee shouldn't not be charged until about 5mins after the order.",1,2023-06-25T15:47:30,en
good,5,2023-06-25T15:29:46,so
they are the best,5,2023-06-25T12:52:56,en
"The app is fine most of the time, but after a few consecutive blunders concerning the products I ordered, I decided to stop using the app entierly. Be it Golovo's fault or the restaurant's is not my concern, because in the end Glovo chose to partner with said restaurants regardless of their product/service quality. I know that mishaps happen and I'm usually very tolerant about them, it's just that my tolerance has come to an end after said mishaps happened consecutively.",3,2023-06-25T12:46:32,en
card payment doesn't work with 2 Georgian banks,1,2023-06-25T11:10:09,en
Fast and relieble,5,2023-06-25T09:15:16,en
suppper,5,2023-06-25T02:12:30,it
"Don't use this app. Too expensive, every month they add some extra imaginary fee. Also they regullary just cancel your order after you already waited 40mins and say 'oh well it happens'",1,2023-06-25T00:18:08,en
