review,rating,date,lang
"A pity they bought Foodpanda. That app and service was actually good. Uninstalled Glovo after the first order I made (when I had to, after the foodpanda takeover).",1,2023-10-01T15:43:34,en
it's a good app more of you should try it,5,2023-10-01T15:16:54,en
"So far so good, both in Kenya and Uganda it was easy to order with the same account.",5,2023-10-01T13:58:58,en
I love it,5,2023-10-01T13:11:01,sl
"None op the paymend methods is supported for custom delifery, what a junk!",1,2023-10-01T12:48:33,en
"Reklamiraju da Debeli Sremac burger košta 600, a on zapravo košta 925 dinara. Na svakom artiklu koji kupite, oni dodaju na cenu još 100 dinara. Klasično šišanje ovaca.",1,2023-10-01T11:40:35,hr
great services,5,2023-10-01T11:29:21,en
I love this app,5,2023-10-01T11:02:58,en
Unfortunately the help center is very poor and it's not customer oriented... Just use other platforms,1,2023-10-01T02:02:59,en
Terrible first time experience. I got charged for cancelling an order after about 40 mins of no response from vendor neither had any courier picked up. Who charges exact amount of product upon cancellation if not fraudulent apps like this.,1,2023-10-01T01:16:09,en
Experience horrible!! Annuler la commande après une longue attente sans prévenir la personne qui a commandé !!!,1,2023-10-01T01:12:12,fr
Good service,4,2023-10-01T01:04:15,en
Slow delivery.,2,2023-10-01T00:14:27,en
very helpful app,5,2023-09-30T23:38:23,en
very reliable,4,2023-09-30T21:23:04,no
👍,5,2023-09-30T21:20:30,unknown
exceptional service,5,2023-09-30T21:13:07,en
doing good,4,2023-09-30T21:02:48,af
Excellent,5,2023-09-30T20:57:01,ca
"Terrible, having orders canceled without explanation after an hour of waiting. Constant unreasonable delays. No explanation or way of communication as a whole.",1,2023-09-30T20:21:57,en
Very reliable.,5,2023-09-30T17:49:30,en
very good!,4,2023-09-30T17:40:24,af
"Go and browser this your app by yourself, because I don't think you do. I just waist downloading data",1,2023-09-30T16:52:28,en
Lamentable servicio de atención al cliente.,1,2023-09-30T16:35:13,es
"Service is expensive and offers very few options, even if you are in the capital. Restaurants sometimes don't show in the search, or just disappear next minute. They exploit their employees. Wouldn't recommend to my dog. Worst delivery service in my country.",1,2023-09-30T15:09:28,en
