review,rating,date,lang
nice,3,2025-04-07T18:52:18,pl
excellent,5,2025-04-07T16:23:58,ca
"I placed an order via Glovo for multiple grocery items, but without consulting me, several products were substituted due to stock issues. I canceled the order immediately as I didn’t accept the substitutions, but was still charged 59.72 EUR (including delivery fees). I received neither the items nor a refund. When I contacted customer support, I got a dismissive response, and the representative insisted no refund was possible. Extremely unprofessional service and unfair billing!",1,2025-04-07T16:05:25,en
"it used to be a very good app. however, there are some slack now. for example, I ordered my food by 4:14pm and by after 7pm it was not delivered. when I spoke to the customer service agent and requested that the order be cancelled, I was told that I will pay charges for the cancellation. the charges turned out to be the amount I paid for the food. I decided to wait thinking there will be rush on the order but surprisingly I did not get the food and it was eventually cancelled by after 10pm.",3,2025-04-07T12:52:10,en
"Says on time, but it never is. Always expect a 30 minute delay",2,2025-04-07T12:08:40,en
"Naplacen ""Bad Weather"" fee bez razloga. Vreme je bilo malo hladnije nego inace ali dostavljac dolazi kolima. I ako je vec naplaceno, neka dostavljac donese porudžbinu do vrata. A ne ja da izlazim po ""BAD WEATHER"".",1,2025-04-06T22:01:01,hr
doesn't work properly and it doesn't want to pay properly to their employees,1,2025-04-06T20:54:58,en
good,5,2025-04-06T20:34:03,so
it's my first time ordering and it is amazing but the size is small but if you can really increase the size it will be amazing.,5,2025-04-06T20:26:18,en
Impressed,5,2025-04-06T19:44:38,it
super cool and fast delivery,5,2025-04-06T19:08:16,en
my first time and my best,5,2025-04-06T18:54:39,en
Very useful app and company ✌️,5,2025-04-06T18:22:20,en
awsome u guys are doing amazing,5,2025-04-06T17:33:31,en
good,5,2025-04-06T17:14:57,so
nice meal,5,2025-04-06T16:29:40,ro
nice,5,2025-04-06T15:53:16,pl
very dependable,5,2025-04-06T15:21:13,es
this app is really helpful I enjoyed every services in it 😍,5,2025-04-06T14:14:36,en
"This app is very reliable, though Sometimes slights delays occurs in delivery, but I still received it. I am glad.",5,2025-04-06T13:47:31,en
Good app for food delivery services,5,2025-04-06T10:46:34,en
"Awful app, can't choose an address on the map, there is no correct address present in the search as well, also can't pay from the first try with 3d secure, payment button simply doesn't work, need to cancel and start over, get another code. Please fix this issues, you have the best restaurant and offers in the city. Such a pity not being able to use an app worry free.",2,2025-04-06T08:54:15,en
you guys should expand your delivery I can't order just because I recide in Badagry,3,2025-04-06T07:16:21,en
"Really good app for delivery, good at communicating and fast in delivering",5,2025-04-06T00:38:40,en
as fast as an ostrich,5,2025-04-05T23:03:39,en
SO EXPENSIVE,1,2025-04-05T23:02:53,hr
Siempre una experiencia horrible. La última me equivoque de dirección y en menos de un minuto me pongo en contacto con soporte. Y me dicen que no pueden hacer nada y que me cobran €100 por la cancelación. Es el peor servicio de que existe,1,2025-04-05T22:42:34,es
delivers very fast I recommend GLOVO,5,2025-04-05T20:56:30,da
very poor service 😞 finding my location it's just disgusting 😔 i think this app needs upgrading,1,2025-04-05T20:36:03,en
Couriers repeatedly failed to drop deliveries at established adress.,1,2025-04-05T20:33:56,en
always deliver our sodas,5,2025-04-05T20:10:11,en
"немає нормального скасування замовлення, або поновлення!",1,2025-04-05T19:07:47,uk
she was amazing,5,2025-04-05T17:49:30,sw
"El otro día me aterrizo una increible hamburguesa en la boca, simplemente increible 🏅🐐🦌",5,2025-04-05T16:11:45,es
very good truly.,5,2025-04-05T14:19:57,en
"please incorporate more payment options like bank transfer, it's frustrating to use, I'm trying to send a delivery and the app is saying they cannot accept cash, so why put the option, I don't have a bank card",3,2025-04-05T14:08:33,en
so good,5,2025-04-05T13:52:29,so
"De 3 saptamani astept returnarea banilor de la o comanda nelivrara din cauza lipsei produselor de pe stoc,desi m-au taxat cu taxa de livrare.De 2 x am contactat suportul in Chat,cica au deblocat suma si va fi transferat,cea ce nu s-a intamplat niciodata.",1,2025-04-05T11:36:26,ro
"the delivery service is good,fast and reliable",5,2025-04-05T10:41:08,en
Bătaie de joc fata de clienți. Dacă sunt probleme cu livrările nu ii interesează. Dacă e o greșeală din partea lor o ignora complet.,1,2025-04-05T04:15:57,ro
Horrible experience! I was waiting for my delivery which was delayed by 80minutes and I tried to cancel my order but the customer service told me that I couldn't cancel without being charged for the full order! Can you believe it? I will never use it again. Be aware! They only want to make money and don't care about the customers.,1,2025-04-05T00:26:23,en
Fast delivery of food at affordable prices,5,2025-04-04T22:15:15,en
very nice,5,2025-04-04T21:26:57,cs
Raramente arrivano con meno di mezz'ora di ritardo,1,2025-04-04T21:14:20,it
"I ordered Egusi soup and no meat inside why, is very bad , how can you package food without meat",1,2025-04-04T18:30:09,en
it's a great app,5,2025-04-04T17:38:12,en
