review,rating,date,lang
Very efficient in delivery,5,2024-11-07T15:42:56,en
pls try working on your riders,2,2024-11-07T14:21:53,en
nice,5,2024-11-07T14:04:03,pl
"I'm, not.n ,.vnv,.,,.!",5,2024-11-07T08:40:56,sl
"Ordered food, did not receive anything. Will not use again.",1,2024-11-07T03:49:49,en
"I can't find how to add/ change the region, so I can't get results from restaurants that are actually nearby. The location is set to my last order's location. Apparently it has a bug as sometimes it shows my location and others not. I think it could be useful to exist a dedicated area on the profile settings for that.",3,2024-11-06T19:42:22,en
Very easy to use. Good customer service.,5,2024-11-06T19:30:37,en
"I get two missing products in an order and the response bot tells me I have to wait 2-3 days for the team to respond! Are you kidding me ? Edit: It has been 7 days now and there's still no response from ""the team"". Dogshit customer support, I don't recommend this app make sure to stay away from this",1,2024-11-06T18:26:11,en
Зробіть так щоб після відгуку апка не залипала на кілька секунд і можна було зразу щось замовити,4,2024-11-06T17:45:26,uk
Good App in general but poor coordination with the supermarkets. They always have to call to say the items shown on Glovo are not available & sometimes they don't call so you pay a rider 250 to deliver the only available product which 200. How's this useful to anyone?,2,2024-11-06T16:46:14,en
believe,5,2024-11-06T16:42:49,nl
"Usluga 1, skinute pare sa racuna, hrana nije dostavljena. Call centar zavlaci i izbegava da pomogne. Izbegavati u sirokom luku.",1,2024-11-06T15:08:58,hr
"Poor settings difficult and stressful to set location, 😡 I've been signing up for over 2days",1,2024-11-06T15:01:16,en
"Faptul ca nu exista modalitate sa vorbesti cu o persoana ca sa rezolve de exemplu o livrare care a fost efectiv amestecata din cauza curierului, totul a fost imbibat in suc. Banii I apoi, nici vorba!",1,2024-11-06T13:46:37,ro
"Purchases are controlled by glovo via price targets. That's unfair and immoral. The customer either buys more, or is fined. With such a struggle to open app, why bother?",2,2024-11-06T11:43:05,en
"The app was so good and even subscribed for Glovo Prime and Now t's useless, why are their ads for paid subscribers????",2,2024-11-06T11:41:18,en
"Bunch of scammers and low quality riders, the tider arrives and call one time if you don't answer you money is gone",1,2024-11-06T07:27:16,en
very quick,5,2024-11-05T22:48:13,fr
great customer service,5,2024-11-05T22:44:12,en
Cel mai prost serviciu de livrare.,1,2024-11-05T21:28:36,ro
Thanks for a seamless delivery service,5,2024-11-05T19:20:58,en
Poor user experience. It has setting option to choose language but it shows all menu in Armenian. You cannot change the language.,2,2024-11-05T18:22:36,en
"They make it impossible to delete your account, I have been trying to do that for the past 10 hours, no response, I don't recommend using them.",1,2024-11-05T18:13:38,en
"Watch out for English users!!! I ordered items on the apps but delivered them wrong. It turned out ""English virson"" was wrong. In english item description is changed itself to different items when I check out(when i checked out, I only saw local languages). I contacted the customer centre she said she can't do anything for that and it's my fault! I can't read local languages. I only rely on apps english translation. Customer Service is very bad!",1,2024-11-05T14:37:39,en
Good service I like it,5,2024-11-05T14:01:49,hr
very dependable,5,2024-11-05T13:16:11,es
"I'd love to give a 5 star however, at checkout, I believe an authentication should be prompted. It's not safe to automatically process the payment without authentication.",3,2024-11-05T12:27:44,en
"Dear glovo, why will you guys remove 2,909 from my account when i didn't buy anything from you? Is it because i activated my card 💳? You guys should refund my money, not stealing from me.",1,2024-11-05T07:45:48,en
I order something but it took 2 hours for me to get it because it had not been placed in the restraunts system and I had to pick it myself. when I asked for a refund it told me that it would send anyday from the day I order until 2 business days later. the money had to be reversed to me so I could make the order a fresh at the in person store. It wasted my time so much,1,2024-11-05T07:45:26,en
Worst app ever no customer service nothing at all,1,2024-11-05T03:01:43,en
F xsv drive xd,5,2024-11-04T22:20:32,sv
The food had hair in it and no money back.,1,2024-11-04T21:48:44,en
"Timpul de asteptare este din ce in ce mai mare la comenzi. In ultimul timp astepti peste 2 ore sa iti ajunga comanda, curierii schimba statusul comenzii, desi ei, fizic, nu au facut deloc schimbari asupra comenzilor. Iti finalizeaza curierii comanda in aplicatie, dar ei nici nu au ajuns la tine la usa. Nu o sa mai folosesc aceasta aplicatie deoarece nu mai ofera deloc seriozitate.",1,2024-11-04T21:24:31,ro
"When I moved to Egypt (out of delivery zone), I comletely lost access to my subscription. So I lost a possibility to manage payments. I believe that it's a very serious bug",2,2024-11-04T20:29:57,en
"Porudžbina kasni, baš ih briga. Piše besplatna dostava pa naplate dostavu. Na četu se žalim oni kažu izvinjavamo se i zatvore čet.",1,2024-11-04T20:12:00,hr
amazing,5,2024-11-04T20:08:32,sw
very fast,5,2024-11-04T17:44:43,en
