review,rating,date,lang
It's not saving my phone number so I can't order anything,1,2022-11-30T20:22:20,en
👍✌️☺️,4,2022-11-30T19:36:34,unknown
"Overall a decent app, but it doesn't show the work hours of the restaurants. Stores can disappear from one day to the next, then be back a week later with no warning. The app allows you to schedule a delivery for the next day for a time when the restaurant isn't open, which is disappointing both for me as a user who thought I'd get my food, and I'm sure for the restaurant who have to refund the order. It also regularly promots stores that are out of business hours.",3,2022-11-30T16:31:49,en
Excellent customer service!!! Prompt delivery!!!! Love the app!!!,5,2022-11-30T15:58:29,en
"Completely removed support for Mastercard 3d authorization. Good for you, I will use Wolt now and your next year earnings will look even ""better"".",1,2022-11-30T15:44:47,en
nik zebi,5,2022-11-30T14:03:00,pl
"Il m'ont arnaqué, nmlment le total est de 10dt, même il m'ont envoyé un mail de confirmation, alors que j'ai payé au livreur 20dt, et il ont changé le total dans l'application. Cette application est très mauvaise ! Je ne vous conseille pas de la télécharger.",1,2022-11-30T13:27:19,fr
This is a useless app I can't even add my mobile number am really hungry and I can't order food you guys should work on your app,1,2022-11-30T12:47:09,en
"The worst app ever! They debited me without my permission since I added my debit card information, ordering is very complicated.. I wanted to contact the support BUT there is no support team! EVEN DELETING MY ACCOUNT IS IMPOSSIBLE HERE THERE IS NO OPTION TO DO IT! I wish I could give you less than one star because you don't deserve it. GENUINELY WOOOOOOOORST SERVICE EVER.",1,2022-11-30T06:13:16,en
საუკეთესო სერვისი,5,2022-11-30T00:38:40,et
"Cette application est une arnaque pour les consommateurs et les restaurants, les prix et les promotions sont pour la plus part fausses, aucun service client just un robot qui s'appelle Soufiane et qui va vous faire trainer sans aucun résultat , bref une vrai déception, commandez directement chez les restaurants c'est beaucoup plus économique et rapide",1,2022-11-30T00:07:27,fr
Always late...,1,2022-11-29T22:50:25,en
"სიგარეტის ფასი ვიცი! კურიერს მიახლოებით ნახევარს მისცემდით, თუ უფრო ცოტას არა და ლამის 11 ლარი რაში მიგაქვთ თქვე ბოზებო?",1,2022-11-29T22:47:41,et
"This is happening several times now. We order, they accept, and then they move delivery time. Last order took 2.5h to deliver from McDonald's?!? They are accepting orders without free couriers. After contacting support they didn't do anything. Worst service ever!",1,2022-11-29T22:43:35,en
👌😊,5,2022-11-29T22:39:46,unknown
Absolutely garbage..,1,2022-11-29T22:33:31,hu
Great business,3,2022-11-29T22:01:40,en
The app is cool for ordering meals but then I have been trying to add my card to no avail. Keep getting the response card type not supported. I have tried different bank cards. It os frustrating.,3,2022-11-29T21:20:24,en
"They gave us a promo code, and in the last minute they told us that the order have to be cancelled if we didn't pay the fees ourselves",1,2022-11-29T20:58:00,en
Everything is perfect but they could do better about the time estimating and perhaps give discounts when our packages delay to cover for the inconveniences.,4,2022-11-29T18:54:23,en
Customer service zero,1,2022-11-29T17:48:16,en
I claimed promo code it shows that it was claimed before checking out the promo code just disappeared and I couldn't use it,1,2022-11-29T16:28:00,en
"One in approx. six orders is not delivered. Last time courier just disappeared with my order and support kept lying that because of some issues with restaurant, even though it was clear one hour before they canceled order",3,2022-11-29T15:49:51,en
wonderful service,5,2022-11-29T14:59:01,en
"Worst customer service ever. First I was told that the funds would be returned in 10 business days and then I received an email that they have not taken any funds and that I should reach out to my bank. For the 3rd time I have been let down by this company and ultimately hungry. No empathy not even a normal response was provided, it felt like I was writing with a bot. I will share all of my experiences on social media as people need to know how much of a shady company you truly are.",1,2022-11-29T14:33:26,en
ladrões! roubaram-me dinheiro!,1,2022-11-29T14:12:56,pt
Arnaque,1,2022-11-29T14:09:40,ca
Application ta7chy fiih w ki zebyy .. ma8ir matesta3malha 5iir,1,2022-11-29T14:06:28,en
"Scam company, the guy was nice, but the app give you a total but when they delivered your order you find an other price totally different, I will not use it again for sure.",1,2022-11-29T13:54:07,en
The worst app to ever exist I was charged 10 dinars more And I tried calling they did not respond and made me wait for an hour,1,2022-11-29T13:35:16,en
The app doesnot cover my area yet its in close proximity to the city centre.(Kasangati),2,2022-11-29T12:17:40,en
Zbog čega ne mogu da udjem u opciju manage privacy...zelim da iskljucim dolazne dosadne poruke na mail...ali ne mogu,2,2022-11-29T11:05:05,hr
"No multi-lang support for notifications, promo actions. A lot of menus are in Georgian only.",4,2022-11-29T09:25:41,en
Garbage app. You select 5 items and it keeps defaulting back to 1 item.,1,2022-11-29T07:34:25,en
good app,5,2022-11-29T05:28:56,en
not bad,5,2022-11-29T01:15:07,lv
The app is not working in my area.....my location is not showing,1,2022-11-28T22:48:58,en
Didn't deliver for hours and no refund.,1,2022-11-28T22:22:16,da
"Toliko ste agresivni u reklamama, sto na YTu, sto tokom fudbalskog prvenstva. A reklama toliko iritantna, sa likovima koji se klate kao retardi, uz neke glupe zvukove zvona na vratima. Prava je anti-reklama. Postaracu se da Wolt bude dostavljac kad god moze.",1,2022-11-28T22:07:46,hr
👍,2,2022-11-28T21:10:10,unknown
