review,rating,date,lang
You get empty orders and they can't even return your rightful money.,1,2022-10-14T01:55:27,en
great service,5,2022-10-13T22:35:38,en
Nice app,5,2022-10-13T22:14:12,it
ok,5,2022-10-13T21:45:40,sk
Da li je realno da ste počeli da uzimate 6.99 dinara za Services?! Pa mene bi bilo sramota da to uopšte i napišem.,1,2022-10-13T19:55:06,hr
"The app is now introducing new fees, prime used to give great discounts/offers, now they are non-existent, price of prime also increased a lot.",3,2022-10-13T19:00:58,en
good service,5,2022-10-13T17:55:26,hr
Nice but sometimes cannot see all the restaurants...,4,2022-10-13T17:46:45,en
"The app doesn't let me make an account, i needed to go on the website just to make an account, i tried to use a promo code from my friend but then it just said that it was already used even though i was trying to make my first order, i checked the price and the promo code wasn't being used on the order",1,2022-10-13T16:29:26,en
"Total waste of time, I tried it multiple times but it shows ""this is out delivery area"". I tried changing locations but not working. Una sha try for the advert",2,2022-10-13T15:54:15,en
great app for delivery service,5,2022-10-13T14:20:44,en
Good,5,2022-10-13T14:05:19,so
Excellente,5,2022-10-13T13:59:24,ca
Get your delivery times correctly! If you can't respect the programmed deliveries then don't put it as an option.,2,2022-10-13T13:42:16,en
Aplikacija je katastrofa. Usluga još gora.,1,2022-10-13T13:16:09,hr
Good for nothing,1,2022-10-13T00:49:35,en
I really was disappointed by their service i paid by card and i had to pay cash when the order did come and they even charge me for the delivery even though i've glovo prime and when i did contact them they refund me 1€ !!! Ps : the order was cold and tasted really bad plus they were some missing items !!!,1,2022-10-13T00:29:09,en
they have good service,2,2022-10-12T20:47:28,en
delivery great. brownies were missing from the order,2,2022-10-12T20:43:33,en
Only issue is some places close early,4,2022-10-12T20:41:08,en
Convenience,5,2022-10-12T20:00:33,es
Reliable,5,2022-10-12T19:53:18,es
Perfect service 👌,5,2022-10-12T19:29:55,en
Not in the area how annoying,1,2022-10-12T18:28:34,en
"პრომო კოდები გაასწორეთ, არც არაფერი დამერიცხა და ვისაც გავუზიარე არც იმას, ვოლტს უფრო მოწესრიგებული აქვს ეს თემა",1,2022-10-12T18:03:00,et
good,4,2022-10-12T16:46:49,so
"Great looking app but plagued with bugs that make it impossible to enjoy consistent use. One minute, you're able to order from a restaurant, the next minute that restaurant no longer shows up. This is a problem with the glovo's location algorithm, which is trash. A restaurant is considered close enough to deliver to the house in the street next to mine, but the restaurant can't deliver to my house, because glovo considers my house too far. I don't understand why this issue hasn't been fixed yet",2,2022-10-12T15:33:27,en
Best for disabled,5,2022-10-12T15:12:22,no
rly well designed app and fast responses appreciate it,5,2022-10-12T13:19:57,en
Keep saying can't deliver to my location so bad 😞😞,1,2022-10-12T13:00:49,en
Great job 👍👌,5,2022-10-12T01:03:17,sl
"I think they are using different APIs for the mobile/browser app. The mobile app doesn't even provide 10% of the restaurants that I find on the browser app, come on fix this issue. Same address is used on both portals. Tried to clear cache/data, logout and login, nothing ís fixing the issue on the mobile app.",1,2022-10-11T23:42:17,en
"Whenever I try to chat with the courier, the app shows unknown error. It's really difficult as indont speak Russian so talking via chat using translator is the only way.",4,2022-10-11T21:36:46,en
Just.ògd,4,2022-10-11T20:08:28,ca
"Too expansive, the prices are not the same as in place and now they cut 1% fees from each order",1,2022-10-11T19:54:32,en
it's fast and reliable,5,2022-10-11T19:20:02,en
so good I love it,5,2022-10-11T19:01:52,sl
mint!,5,2022-10-11T18:02:57,fr
Muljaza totalna.Sisaju nas ko budale.Imaju nekakvu promociju 2za1 i označen restoran ali nema promocije.,1,2022-10-11T17:00:56,hr
great job,5,2022-10-11T13:57:19,hr
Fast delivery... Food was Warm and fresh. Thank u Glovo!,5,2022-10-11T09:41:32,en
"Overall good, but I would love to see some quality of life improvements. Probably most of all a way to translate into English products from subsequent pages. This is mostly related to groceries, since a lot of stores split their products into categories. While the list of categories gets translated well enough, once you open One of the categories, all the products in it are not being translated anymore",4,2022-10-11T06:10:02,en
"It has happened a couple times now that I have not gotten the correct food and then when I ask for a refund they only refund what the actual meal costs and not the other fees. Its Garbage because not only do you not get your food but you still loose money. And then they say they can't do anything more. So rather just order from just eat, they way more helpful.",1,2022-10-10T23:59:22,en
"Ne moze da se ubaci kartica, kaze da je invalid card, ne nije i ne postoji mogucnost kontakta, uzas majke mi, koristite wolt ili bilo sta drugo",1,2022-10-10T23:36:26,hr
"Canceling an order after an hour of waiting, saying that the restaurant closed, couldn't you do it right away?",1,2022-10-10T23:27:15,en
"No funciona, me dice que mi direccion esta fuera del area soportada, y probe varias direcciones y arrastrando la banderita por toda la ciudad",1,2022-10-10T22:55:31,es
good,5,2022-10-10T22:10:52,so
"Poor customer service experience. Orders get canceled with an excuse that nobody was at the delivery point. Payment reconciliations are never effected and every time you try to make a new order, they end up double billing you.",1,2022-10-10T21:50:13,en
Unfortunately not usable with some phone numbers. But it doesn't tell you directly. Very frustrating and totally unnecessary...,1,2022-10-10T20:46:23,en
Glovo started off real well. But it is no longer a reliable service! I have given them like 10 chances. Same experience each time. Deliveries after minimum 1 hour.,2,2022-10-10T20:30:36,en
awesome,5,2022-10-10T20:23:54,af
"Cannot get past the registration part. App asks me to approve terms and conditions, then to log in with facebook, then goes back terms and conditions and freezes there.",1,2022-10-10T20:02:20,en
Tare,5,2022-10-10T19:33:26,sw
"Lopovi i prevaranti, naplate količinu za koju su rekli da neće biti ako se dosegne određeni iznos, kada se javite službi za korisnike kažu da će napraviti povrat na karticu, ne pošalju nikakav povrat i odbijaju vratiti novac ili Vas kontaktirati. Sve je dobro dok vas ne prevare, a onda odbijaju vratit novce nego vam šalju kodove.",1,2022-10-10T19:30:22,hr
great,4,2022-10-10T19:27:34,ro
There is no information when shops get close. So if you make an order and spend some time at the and of the proccess they say - sorry shop disappear. Its broken.,1,2022-10-10T17:40:13,en
"Installed twice, tried 4 different cards, none are acceptes despits complying with terms. And no option to search for restaurants that accept pay at pickup in person. Unusable :(",1,2022-10-10T16:46:46,en
I lost my phone and I have not been able to login and continue with Facebook like u initially register.i want to log in with my mail now it's not accepting it....saying my email is not verified,2,2022-10-10T16:43:22,en
"Good delivery app. Needs more partners but otherwise is great, with transparent pricing and good order tracking. Would be cool if you could send tips after delivery.",4,2022-10-10T15:52:30,en
the food was good but the shito you people added was too small,1,2022-10-10T15:43:22,en
Foarte tare,5,2022-10-10T15:35:42,ro
Scam promocodes,1,2022-10-10T15:20:17,pt
