review,rating,date,lang
"It takes so long to open, even after being updated.",2,2024-04-09T14:45:54,en
best of the best,5,2024-04-09T13:24:34,en
Nice app,5,2024-04-09T11:54:01,it
"Aplikacija pukne na 3DS verifikaciji kartice, ne mogu da platim dostavu",1,2024-04-09T11:31:28,hr
Your latest update is very bad....,1,2024-04-09T11:24:15,en
Самый худший сервис доставки! Никогда не заказывайте от глово,1,2024-04-09T10:39:11,ru
We have a local problem this app says that we can't deliver here. At least not yet,1,2024-04-09T09:36:36,en
"Service very bad, they charged me weather fee.",1,2024-04-08T19:04:07,en
"what a stupid app, and support is even worse... you will need to wait a whole bloody month until you are able to remove your payment card from their dumb app.",1,2024-04-08T19:00:30,en
Parfect,5,2024-04-08T18:50:17,ro
nice,4,2024-04-08T18:06:02,pl
"Best service ever, keep up",5,2024-04-08T16:37:38,nl
came as advertised,5,2024-04-08T16:23:16,en
It is the worst app in Uganda. How can someone be charged with the problem of the delivery? I would rate 0 if there was any Don't use it,1,2024-04-08T14:45:37,en
Your application keeps reducing on the amount of vendors you have. Now I can't even order from some stores.,1,2024-04-08T14:12:25,en
they have fast deliveries,5,2024-04-08T14:09:20,en
You guys are always busy!!!!! 😡😡,1,2024-04-08T13:50:31,cy
💯💯💯,5,2024-04-08T13:12:26,unknown
The easy and with fast interface. It doesn't get more stars because the app does not allow to choose the interface language. I have to use phone system language and cannot set a different one. 😫,3,2024-04-08T00:50:17,en
Truly exquisite,5,2024-04-08T00:12:45,fr
❤❤❤,5,2024-04-07T22:44:39,unknown
nice,4,2024-04-07T22:05:04,pl
amazing speed,5,2024-04-07T21:47:45,nl
Delicious,5,2024-04-07T21:47:06,en
"This app just soooo annoying, I've been trying to set up for the past 2 hours and it just keeps loading",1,2024-04-07T21:12:15,en
Excellently designed!,5,2024-04-07T20:07:14,da
delivery is on time,3,2024-04-07T19:27:41,en
Bad I lost my money and my food is not delivered,1,2024-04-07T18:44:35,en
W Marko. Give Marko a raise! ‼️🗣️🗣️,5,2024-04-07T16:52:08,sl
works fine.,5,2024-04-07T16:18:10,en
Glove is the best. so fast,5,2024-04-07T16:11:13,en
"Aplicație teribilă lucrează aiurea ,plătești din buzunarul tau greșelile lor , faci comanda prealabila special cu timp înainte că știu seara restaurantele sunt încărcate și oricum comanda întârzie cu o oră și jumătate îți strică toate planurile am fost nevoita sa aștept comanda afara pe frig atâta timp nici scuze nu au cerut",1,2024-04-07T15:25:28,ro
best services,4,2024-04-07T15:06:54,en
glovo app is the best app to other anything you want. fast and reliable delivery... Glovo ride on,5,2024-04-07T14:45:43,en
nice,5,2024-04-07T14:11:37,pl
"Terrible service , very bad experience , first was unnecessary debit , then multiple delivery errors, incomplete products almost Everytime I ordered, yesterday's scenario was worst , delivered plain rice without sauce and the rider like , contact they they will refund you, I pleaded with guy to help go to the store where he picked up , which happened to be chicken Republic to pick the sauce, he drove off , left me with plain rice , nothing was done, I had to order again",1,2024-04-07T13:35:10,en
Excellent,5,2024-04-07T09:46:11,ca
I can't even login,1,2024-04-07T00:52:51,en
Totally useless,1,2024-04-07T00:08:18,en
"Prestanite slati dostavljače na biciklima u brdovite dijelove grada, em nikad dočekati, em hrana stigne hladna.",3,2024-04-06T22:19:38,hr
"The courier didn't deliver the product but set as delivered, and the Glovo said they couldn't do anything. DONT use it in Portugal.",1,2024-04-06T22:11:19,en
perfect,4,2024-04-06T21:53:16,ca
"Платіть доставщикам, а не собі",3,2024-04-06T21:18:09,uk
😡🚫💩💩You annoy me with your garbage ads,1,2024-04-06T21:05:48,en
nice,5,2024-04-06T20:27:01,pl
perfect app,5,2024-04-06T19:12:48,ro
very good,5,2024-04-06T18:18:15,af
Can't place an order. Instead of screen where I should enter the bank code I get a white blank screen.,1,2024-04-06T16:32:51,en
"Fake ""bad weather"" cash grab and horrible support.",1,2024-04-06T16:30:52,en
"My card details expired and the application wont let me update to the new card details, nor does it let me contact customer support for this issue in any way, they are glad to take your money but wont offer support for thing not working exclusively on their end, cant recommend them to anyone",1,2024-04-06T16:08:05,en
good,5,2024-04-06T15:51:52,so
Glovo you are the best but you have to add more restaurant to your app.....😊,5,2024-04-06T15:36:27,en
me estafaron dinero,1,2024-04-06T15:11:47,it
Terrible.,1,2024-04-06T13:44:48,ca
"Rally bad timing on delivery food. It happens to simply don't haver enough couriers to deliver. I gave a second chance and happened the same. I got a call from the restaurant saying that the order was ready but not courier was picking up the order, and that wasn't their fault.",1,2024-04-06T13:02:11,en
They are stealing your money. The app is not good because there a lot of transaction from credit card payment. This won't acceptable,1,2024-04-06T12:34:41,en
Верните контакты со службой поддержки. Прошу вернуть мне всю стоимость моего заказа. Доставленная еда подгоревшая и его не кушает мой сын. Компенсация в приложении предлагется маленькая сумма. А не вся стоимость.,1,2024-04-06T12:26:57,ru
