review,rating,date,lang
"right on time, delivery guy was very polite.",5,2023-05-03T14:35:45,en
all good and well,4,2023-05-03T14:32:50,cy
you are doing well,5,2023-05-03T13:20:38,cy
The service is timely and satisfactory,5,2023-05-03T12:50:06,en
"Nearly every location is out of their delivery area, app is just malfunctioning",1,2023-05-03T11:01:21,en
"Katastrofa ste, nula bodova. Dobijem info da ce mi hrana biti dostavljena za pola sata i onda konstantno menjate vreme i povecavate ga. Na kraju hrana stigne za sat i po ili dva. Poenta dostave je da stigne brzo, ne da hrana stigne za 2 sata i hladna. Svaki debil zna da ispece picu, ja vama ne placam picu nego vreme. Za dva sata sam cu otici po nju. Katastrofa, promasena karijera",1,2023-05-03T02:57:19,hr
I can't find good restaurants sometimes i prefer other apps sorry,1,2023-05-03T02:52:49,en
Tried to register but nothing happened!! I don't want to login in via Facebook!,1,2023-05-02T23:50:52,en
Trešerana deluxe,1,2023-05-02T23:10:19,ca
Gluma de aplicație cu boți și timp estimat de livrare care crește. Nu recomand! Uninstalled fast!,1,2023-05-02T22:32:16,ro
"Niciun respect fata de clienti. Zero. Nimic asumat, pentru orice situatie exista o scuza.",1,2023-05-02T22:00:46,ro
excellent,5,2023-05-02T21:50:30,ca
They keep saying they can't deliver in my area..so what's the use of this app if they can't deliver or even let me order,1,2023-05-02T21:32:03,en
Awesome,5,2023-05-02T21:30:15,af
Fast and Durable,5,2023-05-02T21:02:04,en
The Best,5,2023-05-02T20:51:30,en
Works good.,5,2023-05-02T18:24:27,af
"I made transfer to your wema bank account, but you haven't still confirmed it",5,2023-05-02T16:39:11,en
great,5,2023-05-02T16:06:27,ro
"The worst thing a delivery app can do is limiting your access to stores and restaurants by distance, especially if it's a short one.",2,2023-05-02T15:41:38,en
I ordered from McDonald's about €40 and they canceled it. And no refund since then... bad service,1,2023-05-02T15:03:07,en
very fast,4,2023-05-02T14:59:53,en
Very great app,5,2023-05-02T14:58:22,en
"When trying to order a specific food with optional additions, there is no text box to add or remove the optionals. Absurd.",1,2023-05-02T14:01:28,en
Great service,4,2023-05-02T13:29:00,en
Nice app display and it's very easy to use to need to up their pick up service well 👍. I like it,4,2023-05-02T13:11:46,en
fast and reliable,5,2023-05-02T12:59:56,en
Fast and reliable 💪,5,2023-05-02T12:14:03,en
it's nice,5,2023-05-02T07:46:19,en
Najvece govno koje postoji od svih smrdljivih govana ovog sveta. Prolivcina smrtljava.,1,2023-05-02T03:47:29,hr
The best service in EU thank you for existing,5,2023-05-02T00:41:27,en
"Terrible customer service. 4 out of 5 meals are usually cold, incomplete, or incorrect. Try to pay by card or have EXACT change. The delivery always make a point of taking time pretending to find and count your change, hoping you will just say keep it. They already make 5€ +- on each delivery according to the app. Now I only use the app to order from a local restaurant that is always good. unfortunately, they dont deliver directly. If they did,I would not use this app or recommend it at all.",1,2023-05-01T23:49:17,en
Awful app. I make an order in Dominos. Courier can't find me and I lost my money and got nothing. Can't contact courier directly. In Wolt is much better F4uk you all!,1,2023-05-01T22:32:52,en
Klosari sta reci,1,2023-05-01T21:36:06,it
"Some ""smart""people's in Romania start to bring a lot of guy's from Nepal ,Sry L. ,Bangladesh and put them to work for Glovo . They take all the money and give them 100$ / week ( they scam them ) One guy( courier)make almost 2000$ /month,but they receve peanuts back . How Glovo can approve this kind of slavery?! How they can hire them to work for Glovo with salary, how it's legal?! I ask them and they told me if they receve tips on app, boss will take all the money !!! That's not normal !!!!",1,2023-05-01T21:11:09,en
Glovo has the fastest delivery service in the country,5,2023-05-01T20:01:29,en
I love the timely delivery,4,2023-05-01T19:59:32,en
"The delivery persons should look for the address more carefully, not simply wait at the corner of the street!",4,2023-05-01T16:02:15,en
This app is a lier it doesn't deliver to all Tunisia,1,2023-05-01T15:32:12,en
My first time using it and them no fall my hand atol,5,2023-05-01T15:28:45,en
"I had a terrible experience with Glovo and I'm furious! This is the third time it has happened to me. I requested a delivery at 10:30 PM and they promised to arrive by 11 PM. I patiently waited until midnight and contacted their customer support to ask if I should still wait. They assured me they were finding a new delivery person and told me to keep waiting until 1 AM. Knowing that thr restaurant I ordered from closes at 11 PM, and yet they kept me waiting for no reason",1,2023-05-01T15:01:37,en
excellent service,5,2023-05-01T14:32:29,fr
Good,3,2023-05-01T09:59:53,so
First use and the experience was superb,5,2023-05-01T00:50:10,en
good,4,2023-05-01T00:06:38,so
Fast and affordable,5,2023-04-30T23:53:30,en
This is the worst. I had to wait for an hour only for them to cancel and it was at night and I was really hungry.,1,2023-04-30T22:04:10,en
"Excellent app. I've used their competitor for a while, and decided to give this a go, and this is a much more appealing experience for me. Everything feels smooth and effortless. Excellently made app.",5,2023-04-30T21:34:27,en
"Horrível. Fiz uma encomenda na kiko, tenho até o comprovativo dos 18 euros que paguei com MBway. Porém na aplicação o pagamento não foi processado, a order continuou no carrinho e não foi pra frente, mas tiraram me dinheiro da conta. Não tem qualquer local pra buscar ajuda na app",1,2023-04-30T20:47:30,pt
the convenience is what does it for me and the courier people are so friendly.,5,2023-04-30T20:27:50,en
perfect service👍,5,2023-04-30T19:14:01,en
great app. fast and very reliable. I recommend it.,4,2023-04-30T18:15:22,en
Since I downloaded this app I have been unable to order for anything I try using my card and pay with cash none of the is working. This app is just like a nightmare very poor,1,2023-04-30T18:08:09,en
Well okay✌,1,2023-04-30T17:06:46,sv
util 👍🏻,5,2023-04-30T16:49:25,it
timely,5,2023-04-30T16:45:51,fi
Wow wow😮😍👌,5,2023-04-30T16:37:02,pl
Need to be more user friendly. Push content are weak. riders are not delivering food in Glovo bags but using plastic bags (Sustainability?).,4,2023-04-30T16:08:20,en
If there is option for no star at all I would leave it blank. There is no follow up with food vendors to know if what they delivering is actually what was ordered. Yet they deduct money for full package and delivered something no not close to half 😡😡😡😡😡,1,2023-04-30T15:56:15,en
Glovo Georgia steals your money doesn't deliver full orders and is unwilling to help sort problem theayve created WOLT IS FAR SUPERIOR,1,2023-04-30T15:00:12,en
Thanks looking forward for more...,5,2023-04-30T14:57:05,en
super,5,2023-04-30T14:49:06,ro
3 produse lipsa in valoare de 16 lei si îmi dati inapoi 5 lei. Bună afacere. La fiecare comanda produse lipsă.... șterg aplicația ca nu se mai poate cu așa țepe,1,2023-04-30T12:40:45,ro
"very mediocre quality control, sellers often deliver wrong/uncooked/subpar items and glovo only very rarely covers the reimbursement of these. it was decent a year ago, now it's just a cash grab. Also a very common scam that glovo itself runs on the app is to simply reopen a shop that got terrible reviews in the hope of starting fresh and getting good reviews, you can easily see this for example looking at the golovo supermarket, if their reviews fall under 90% they reset the reviews next day",1,2023-04-30T12:32:49,en
"Apsolutno đubre, Volt je za vas institucija",1,2023-04-30T11:09:55,sl
Overpriced,1,2023-04-29T21:34:50,ro
best service,3,2023-04-29T21:30:44,en
Good,5,2023-04-29T21:25:27,so
"I noticed just now that it installed ITSELF on my phone, I never used the app, I never searched for it. Idk how it's possible but AWFUL on their part.",1,2023-04-29T21:15:32,en
Excellent quality 👌,5,2023-04-29T20:05:50,ca
Translation is a joke. Translates the main heading and nothing else.,2,2023-04-29T19:17:44,en
"i Love this app, makes home dinning seamless and not expensive",4,2023-04-29T18:46:16,en
Aiurea aplicația eu care voiam să-mi iau ceva de mâncare din oraș ca eu stau la sat și când colo locație nu e bună fain :/,2,2023-04-29T17:21:52,ro
Timely & good value for money,5,2023-04-29T17:12:21,en
i got exactly 💯 of what I order so tasty 😋 and we'll package I think everyone should try it,5,2023-04-29T17:06:07,en
timely delivery,5,2023-04-29T14:30:04,da
Whatever you do not use this app! They are thieves! They stole my money and cancelled my order avoid this app at all cost!,1,2023-04-29T10:39:41,en
it's good service although there drivers always don't have change so they end up taking more money than what they are supposed to take,5,2023-04-29T07:00:54,en
"No rembolsan pedidos cancelados!! He hecho un pedido por error, lo he cancelado después de 90 segundos y la app me dice que me van a rembolsar automáticamente una parte del pedido (40,20 euros) en unos cuantos días laborales, sin decir cuántos. Espero y nada, así que llamo el suporte despues de dos semanas y me dicen que ya es demasiado tarde para procesar el rembolso. Porque la app no me ha dicho de llamar antes?? Muy mala esperiencia, paso de Glovo, hay muchas alternativas",1,2023-04-29T04:40:43,es
there needs a way to be able to contact the driver and restaurant,5,2023-04-29T02:14:22,en
very good,5,2023-04-29T01:34:28,af
"App doesn't allow you to not to use ingredients on your food, u must take one sauce to go through the order. Also, u can not place an order even when two food restaurants are like in a same mall standing 1 meter from each other.",4,2023-04-29T00:03:00,en
very good 💯😊,5,2023-04-28T22:08:56,af
I've had to reinstall the app and the SMS verification code is linked to an old phone number. There are no other ways to verify my account or update my number without signing in. Please add alternative verification methods!,3,2023-04-28T21:59:48,en
"App shows closed restaurants, where you can order, without option to cancel&refund",1,2023-04-28T21:37:50,en
less value for money,1,2023-04-28T21:31:59,ca
"В целом, отличное приложение для заказа. Не очень удобно адрес указывать, карты какие-то не точные.",4,2023-04-28T21:19:15,ru
very good. ...but your service charge is too much abeg,3,2023-04-28T21:05:05,en
Чаках 2 часа за поръчка която пишеше че ще дойде до 30 мин. Мисля да не поръчвам повече през това приложение. Храната отдавна истинала и бургерите смачкани. Като подадох оплакване в чат бота ми отговориха че куриера пътувал и да изчакам.,1,2023-04-28T20:02:39,bg
👌👌👌,5,2023-04-28T19:42:41,unknown
Missing items. No customer service,1,2023-04-28T19:04:44,en
It's beautiful,5,2023-04-28T18:58:42,en
awesome thanks,5,2023-04-28T18:24:41,en
the best so far .,4,2023-04-28T18:05:51,en
O pizza delicioasă !!! Recomand cu mare placere !!,5,2023-04-28T17:26:41,ro
"Jedna zvezdica samo zbog kurira (on zasluzuje pet zvezdica). Usluga call centra apsolutno neprofesionalna. Ispao je problem zbog adrese i pina (zastavice) koji se ne poklapaju. Ako im je vec validan samo lokacijski pin ne treba da traze i unos ulice i broja ... Elem, operaterka je zvala zbog tog problema i rekla da ce kurir da vrati porudzbinu ili da idem ja do kurira. Rekla je da ce javiti da li kurir moze ipak do prave adrese. Nije se javila ... i zato hvala ali vise ne hvala: uninstall",1,2023-04-28T16:31:58,hr
Nu folositi serviciile de curierat.,1,2023-04-28T16:29:59,ro
"App doesn't work, it's a waste of data",1,2023-04-28T16:16:52,af
Usefull and reliable.,4,2023-04-28T14:59:10,en
very helpful,5,2023-04-28T14:54:26,en
"Niciodata la timp, niciodata comanda adusa la temperatura care trebuie, produse varsate prin pungi. PS: Invatati-va baietii aia veniti de prin alte tari, ca la noi in tara, cu bicicleta se merge pe carosabil, nu pe trotuar. Iar cand traverseaza pe trecerea de pietoni, trebuie sa se dea jos de pe bicicleta.",1,2023-04-28T14:45:50,ro
Good,5,2023-04-28T14:39:20,so
"Just Terrible and Unbelievable, I still remember when i ordered a Medium King box 14 pcs menu during this ramadan and guess what? I found the order is being torn and found only 13 pcs so one of the Medium King box pieces was missing, this is just embarrassing and horrible, and it's not the first time, i also remember i ordered a sushi menu last year and ended up finding out that 4 pcs of it were missing not even 1, well i don't think i will order using this app again after the King incident.",1,2023-04-28T13:43:49,en
Great app,4,2023-04-28T10:07:25,en
some times its confusing but overall really good,4,2023-04-28T08:11:21,en
nice service,5,2023-04-28T01:42:00,cs
nice app,5,2023-04-28T01:15:20,it
"The app is okay but their Delivery service, especially in Ghana is so so appalling. Not a once, twice but consecutive errors from them whenever you order from them. Disappointed with their service!!!!",1,2023-04-27T23:57:04,en
good,5,2023-04-27T22:42:22,so
Never got a code to verify my account,1,2023-04-27T22:12:49,en
"Multiple app notifications per day, to get you into the app and make orders. They use previous orders to try and entice you to order more. Pure ill intended messages without any discount or benefit, had to block this app notifications at android system level.",1,2023-04-27T21:21:27,en
I've always had a wonderful experience with Glovo. No regrets so far. I highly recommend it.,5,2023-04-27T21:20:52,en
"my best friend for everything I need to get delivered in 30-45 minutes: food, groceries, drinks...",5,2023-04-27T21:06:00,en
impressive,4,2023-04-27T20:02:34,it
the response was awesome,3,2023-04-27T19:54:29,en
just phenomenon,5,2023-04-27T18:33:53,fr
Después de un fallo en el pedido donde el restaurante se olvidó de quitar el queso me pegue casi dos horas intentando hablar con hasta 6 agentes distintos solo para que se terminara el chat por su cuenta sin que se solucionará mi problema.,1,2023-04-27T17:43:01,es
nice,4,2023-04-27T16:25:07,pl
it's a very good app,4,2023-04-27T16:12:53,en
"one of the best apps on android I've used, I open this app and just play with it. The service is fantastic as well! love the cute little animations.",5,2023-04-27T15:52:35,en
Brzina zvuka! Bravo,5,2023-04-27T15:45:41,hr
Excellent performance,5,2023-04-27T14:25:31,ca
"Every time I want something from here, it tells me products are unavailable :) No contact number or anything. Uninstall :)",1,2023-04-27T14:06:40,en
"Poor UI, doesn't work properly, support is limited.",2,2023-04-27T12:24:21,en
always on time,4,2023-04-27T12:03:19,en
You should be able to refund monies when customer changes his mind,1,2023-04-27T00:20:06,en
"Half of the time for the same location application just refuses to work properly - no restaurants available at all except one or two random ones. Upd. My sim number was disabled, cannot delete my old account, cannot enter into it, cannot do nothing. Ok, going to use another service, which is better by the way. Thanks glovo!",1,2023-04-26T23:39:32,en
Погане таксі,1,2023-04-26T22:56:57,uk
"The UI is good, but the map pinpoint feature is frustratingly inaccurate and makes the pickup harder when the delivery person can't find the place you are describing to them on the phone since they go to where the map shows but it's the WRONG PLACE. Please fix the map pinpoint positioning!!!",3,2023-04-26T22:54:04,en
glovo gets the delivery job done when the others say it's too far to deliver. thanks glovo you rock!,5,2023-04-26T22:10:07,en
"The app lacks all the available ingredients that the restaurant offers, nor does it have a comment box or any other way to add the details.",2,2023-04-26T21:46:10,en
reliable,5,2023-04-26T20:39:29,ca
the delivery was quite swift and on time. But disappointed about the food though. way below my expectations.,4,2023-04-26T20:13:42,en
very good app. got my food quickly.,5,2023-04-26T18:47:48,en
I honestly don't know which food application is competing for worse between jumia and glovo. At least jumia does not remove money from cards. That money that was deducted from my account without explanation and the denial that it did not reflect on your system at this point no need for the back and front. The conclusion is never again would i use this application that makes money disappear.,1,2023-04-26T18:45:24,en
super fast delivery,5,2023-04-26T17:37:12,da
"This new ""small order fee"" is unacceptable. If your order is below 8 dt, not only will you be paying for delivery but also you would be paying a penalty of 1 dt ! The prices are already more expensive than the actual menu, and even if you're okay paying that, they charge you for nothing literally!!",1,2023-04-26T17:17:39,en
So bad app....They dont refund money...Customer support doesnt help...They deceive people,1,2023-04-26T17:16:39,en
glovo is a very good delivery service...they deliver on time and to the exact place....and the goods order is always handled with care,5,2023-04-26T15:55:11,en
"Very easy to order, very fast delivery. Would love it if there was a way to change to change app language",5,2023-04-26T15:40:38,en
WW2 with 292àaaàaa 1qqqqqqqqqqqqq,4,2023-04-26T13:11:13,so
Delivering to my road is on and off when I need it most I can't get delivery and even if u order one chapati it takes one hour to deliver and u can't talk to restaurant when u order,2,2023-04-26T12:59:02,en
Wanted to order food but the app says it's impossible to deliver to happy houses residence...why though and we ain't in a ghetto...do something about this!!!,1,2023-04-26T11:19:15,en
malko trudno se namira magazin koito ti iskash no inache dobre za sega,4,2023-04-26T10:19:15,hr
❤️❤️🥺,5,2023-04-26T05:07:07,unknown
Always the same excuses no courier available and they delay too much Almost two hours and in the end they will cancel the order This happened to me not only one time or two Almost every time,1,2023-04-25T23:23:02,en
thank you glove for your patience,5,2023-04-25T20:29:29,en
It takes forever to confirm payment and sometimes your payment keeps hanging for long even after you have been successfully debitted,1,2023-04-25T18:16:29,en
"Best food app I've ever come across, good and polite customer service 🥰",5,2023-04-25T18:03:38,en
"Smaraju sa reklamama. Ne mogu da igram slagalicu na miru. Ne zelim vasu raspalu hranu koja se ubudja dok dodje do moje kuce, i ohladi se!! I dostavljaci su vam ruzni!!!",1,2023-04-25T17:00:19,hr
"Timp de livrare mare, datorita colaborării cu deliveri din partea restaurantelor sau deliveri terți",2,2023-04-25T15:44:43,ro
seamless delivery,5,2023-04-25T14:47:48,no
I have mistakenly pay twice on a single order and the money have not been refunded Please I need back my money because they delivered only one also,1,2023-04-25T14:41:48,en
so quick and reliable,5,2023-04-25T14:38:57,en
Good friendly service. t Tasty food,5,2023-04-25T14:21:25,en
"Nu e normal sa stau 2 ore sa gasiti un curier pentru un cartus de tigari. Era singurul motiv pentru care mai tineam aplicația in telefon, ca in rest preturile la transport lasa de dorit, preturi majorate de a lungul anilor doar sa fortati clientii pentru un abonament prime. La ce mai aveti optiunea sa livrati Glo daca niciodata nu sunt curieri disponibili?",1,2023-04-25T13:10:24,ro
This is the worst delivery app ever. Bad customer service support and delivery. There are so many other great apps don't waste your time with this one.,1,2023-04-25T12:52:35,en
Very helpful,5,2023-04-25T12:18:48,en
good,5,2023-04-25T10:00:48,so
Very good and delivery was on time,4,2023-04-25T04:10:09,en
App not working,1,2023-04-25T01:21:34,af
The best option if you don't like to go pick up the food by yourself,5,2023-04-25T00:59:22,en
"Excellent food delivery app. Fast, accurate and reliable. The best I've ever used. Highly recommended, download now",5,2023-04-25T00:09:00,en
great service 👍,5,2023-04-24T23:29:21,en
How do you not have a delete my account option or is this a data harvesting tool?,1,2023-04-24T22:42:31,en
Top Notch Service,5,2023-04-24T21:46:34,en
Ужасно обслужване. Нямам една правилно доставена поръчка. Операторите само затварят очите на потребителите с ваучери.,1,2023-04-24T21:06:12,bg
Perfect services👍👍👌🏾👌🏾,5,2023-04-24T20:30:01,en
excellent,5,2023-04-24T20:18:12,ca
nice job guys keep it up,5,2023-04-24T20:18:07,sl
Не вернулись деньги за частично отмененный заказ,1,2023-04-24T19:29:59,ru
Odlična usluga!,5,2023-04-24T18:58:37,sl
This organization brings most of invaders in my country. They should be treated like a hostile terrorist group.,1,2023-04-24T18:34:19,en
perfect 👍 it's reliable and fast,5,2023-04-24T18:02:39,en
perfect,5,2023-04-24T18:01:05,ca
it's kinda slow,2,2023-04-24T15:30:45,tl
I can not add restaurants as a favourite. It is such a basic feature.,3,2023-04-24T15:14:04,en
this is a nice app but sometimes the deliver person do mistake because some products can be missed 😢.... so please mange well your workers,3,2023-04-24T11:40:34,en
great,5,2023-04-24T10:57:55,ro
Reliable,5,2023-04-24T07:42:56,es
came cold and late,3,2023-04-24T07:15:36,en
"The worst Delivery app of all time, I don't know how a delivery app does not work for many days and even when it is on the order take so much time to arrive. Truly don't recommend it, like never.",1,2023-04-24T05:38:06,en
თქვენი რობოტი დედებს შევეცი,1,2023-04-24T03:14:42,et
Great app,5,2023-04-24T01:48:37,en
Wow,5,2023-04-23T23:12:14,pl
Worst food delivery app ever. Customer service is a joke.,1,2023-04-23T21:09:23,en
easy to use and quick delivery,5,2023-04-23T21:03:04,en
"First experience,after waiting for long my order was cancelled.. I slept hungry.i wish the is no star I wt have rated you",1,2023-04-23T20:43:24,en
good service but often have problem with Master card,4,2023-04-23T20:41:56,en
Their food is really tatsy,3,2023-04-23T20:03:24,en
Your terms and conditions is not written in English therefore I cannot accept,2,2023-04-23T18:54:35,en
its service is very Good,5,2023-04-23T17:25:58,en
Good delivery,5,2023-04-23T16:12:57,da
Good and fast services!,5,2023-04-23T16:07:49,en
at first I thought it was a way of scamming people not until I ordered food omg it was sensational💜💜💜,5,2023-04-23T15:49:38,en
I have been ordering using someone else's phone and so it's okey,5,2023-04-23T15:26:16,en
quick delivery,5,2023-04-23T15:20:29,fr
good doing business with U 👍🏾,3,2023-04-23T14:43:35,en
order took more than an hour,1,2023-04-23T14:41:30,en
Can you add KFC and start fixing up the credit card payment,4,2023-04-23T14:22:17,en
very good delivery service,5,2023-04-23T14:20:37,en
Garbage can app,1,2023-04-23T14:16:06,en
"This app just carries a fancy advert. I downloaded it,i tried using it to make an order and the experience was not good at all. I saw a lot of complains about it and they replied they are working on an update. I updated it and it's no much difference,still not a good experience. .I just have to uninstall it to avoid taking space on my phone.",1,2023-04-23T10:08:02,en
time management was very good good customer service from the delivery man,5,2023-04-23T09:52:03,en
"Your app sucks, your service is poor, and you even extra charge for app development ☝️",1,2023-04-23T06:34:33,en
good service keep going and keep it up...,5,2023-04-23T01:34:38,af
"Appalling customer service. They close the chat for no reason when requesting help about a wrong order, the only replies are copied from some template the assistants have and they're incapable of replying any other way, they refuse to refund an order that wasn't received. I usually order from Glovo several times a week, but this last mistake they refuse to account for was the last straw. Never again.",1,2023-04-23T01:06:50,en
Why it shows restaurant closed when they are opened,1,2023-04-23T00:17:09,en
"Katastrofa! Naplati odmah, napise da ce biti za 40 minuta, a cekas vise od sat!!! Kada pozoves kurira koga su dodelili posle 44 minuta, on kaze da ceka da se porudzbina napravi!?! Znaci, restoran nije ni poceo da pravi, a Glovo uredno naplatio i jos cekas da dodeli kurira 44 minuta. Prelazim na Wolt.",1,2023-04-22T23:55:19,hr
good app,4,2023-04-22T23:46:21,en
Sunteți niște măgari ordinari. Hoți!,1,2023-04-22T23:05:15,ro
"well enjoy your moment while alive. i hav always b making money and spend less for my self, but now i realize at my own space too i can hav fun .",5,2023-04-22T22:56:22,en
a valued company,5,2023-04-22T20:46:02,ca
I ordered while I was outside Ghana to my wife and the experience was so good. I pray it continue to work perfectly like this. Don Frank 👍,5,2023-04-22T19:09:11,en
great,5,2023-04-22T18:26:57,ro
"Sve dostave su 60 minuta nadalje iako pise da ce stici 20-30min, podrska je jako losa i vise puta se ponašaju jako lose preko ceta i poziva, ne mogu da racunam na dostavu da dodje kad treba dok sam na poslu i sve kasni bas bas puno ili zaborave pola stvari, gubi poentu koristi glovo. Wolt je bolji Gomila fake reviewva ovde 😂",1,2023-04-22T18:15:39,hr
I entered one of your stores and my experience was one of the best I've ever had,5,2023-04-22T18:08:37,en
"Update 22.04.2023 Nakon nekoliko mjeseci dobrog iskustva, kvaliteta usluge pada drastično. Restorani šalju krivi prilog, opetovano, hladnu ili bljutavu hranu, korisnička podrška ne poduzima ništa, daje krive informacije, dostavljaći ne znaju komunicirati ni na hr, ni na engl, dolaze nespremni uzvratiti. Restoranima je dozvojeno otvarati više profila za isti restoran, isti meni, da bi manipulirali ocjenama. Glovo ili ne poduzima ništa da popravi situaciju, ili poduzima neuspješno",1,2023-04-22T17:41:24,hr
"Glovo siempre da problemas, la última vez nunca llegó el pedido. No lo recomendaría a nadie",1,2023-04-22T17:06:30,es
best value for good sushi in Madrid,5,2023-04-22T16:18:59,en
I just downloaded this app but it is refusing to sign me up. Please fix this quickly.,1,2023-04-22T16:10:33,en
better service delivery,5,2023-04-22T14:04:34,da
first time user and I super love it. delivery was super fast!,5,2023-04-22T13:35:04,en
AFRICA CAF CHAMPIONS LEAGUE QUARTER FINAL FIXTURES: SATURDAY 22ND APRIL 2023: Simba vs Wydad Casablanca (Mor) || 4:00pm. Al Ahly vs Raja Casablanca || 10:00pm. CR Belouizdad vs Mamelodi Sundown || 10:00pm. Watu wangu leo mfalme wa mawindo Simba SC Tanzania atakuwa nyumbani katika uwanja wa Benjamin Mkapa jijini Dar es Salaam kupambana na Mwarabu. Atawezana amuzMwarabu atachafua hewa?czhzhuz Your Prediction? Alafu hii jezi ya Simba ni kalii sanaaaaaaaaaaaa 🔥🔥🔥. uzMwarabu Photo uzhgzibju,3,2023-04-22T11:22:02,sw
"It was working fine till thursday but not working since last 2 days… please fix it… I reinstall it too but same error ""there were some problems starting the app. TRY AGAIN """,1,2023-04-22T10:05:31,en
good delivery option,5,2023-04-22T09:47:44,en
"Ошибка в установке адреса. Поставила метку на свой дом, но он поменял на соседнюю улицу. Хороший курьер был, что быстро привез по нужному мне адресу. это не первый раз. пожалуйста, исправьте. это и время занимает, и негативные эмоции от ситуации.",1,2023-04-22T09:44:22,ru
Great service and Great Logistics,5,2023-04-22T09:32:55,en
Good,5,2023-04-22T08:33:28,so
👏,5,2023-04-22T02:55:30,unknown
perfect,4,2023-04-22T00:08:12,ca
