review,rating,date,lang
Why have glovo not expand to south east.i tried to order from Anambra but it was impossible,1,2024-06-19T12:42:17,en
"Overall great app, a few things to improve: - add more options for courier tip (current market minimum is 0 or 7.5% which is IMO often way to high for delivering) - add a way to translate local language to app language (with a possibility to revert it, similar to what we have in browsers). Let it be imperfect, just give some option - some checkboxes options for grocerie shops like ""if product is not available - remove / replace with a similar one / call me""",4,2024-06-19T12:29:18,en
Excellent,5,2024-06-19T12:01:22,ca
Nice,5,2024-06-19T10:17:01,ro
أحسن توصيل,5,2024-06-19T02:25:11,ar
"wait 1h for them to cancel order, terrible",1,2024-06-19T00:10:54,en
"Ordered and was given a time, which was then put off 10-15 at a time FOR 2½ HOURS! Then, when that place and EVERY other place in the area was closed, they finally said they couldn't deliver it. So, nothing to eat and all the time to do something else frittered away by little lies. Offered 4€ compensation within the app, but I won't be using it again, so whatever.",1,2024-06-19T00:09:54,en
So good in believing food,4,2024-06-18T23:37:19,af
"Reliable,flexible fast delivery",5,2024-06-18T19:30:47,da
Good,5,2024-06-18T19:03:26,so
"Nonso delivery was super cool, well done dear.Tumbs up glove.",5,2024-06-18T17:19:16,en
"Worst app ever. I put a product in the baschet and when to add the second product, it said that the shop is no longer available. What?",1,2024-06-18T16:57:45,en
"The best service ever, am happy with glovo",5,2024-06-18T16:26:45,en
Bad customer service and support,1,2024-06-18T15:58:57,en
"Very terrible, I just downloaded it, and it's having issues already. I can't put in my phone number or use my email it keeps saying something went wrong",1,2024-06-18T14:55:29,en
"Excellent, what are you waiting for? Download the App now.",5,2024-06-18T14:47:22,en
It refuses to get my order to my address,3,2024-06-18T13:13:04,en
Delivery was on time I like it but the tacos from tacos de Lyon Low quality,1,2024-06-18T02:48:28,en
awesome,5,2024-06-18T01:31:36,af
Support staff is incredibly rude and not helpful,1,2024-06-17T21:13:12,en
"Aplicație de kkt plină de nush ce nație de handicapați orientali da nu te înțelegi cu ei. Download dacă vrei nervi, altfel sunt optiuni mai bune tazz etc",1,2024-06-17T20:45:29,ro
I ordered from d app I didn't received it after payment and also complained didn't get a satisfactory reply mitcheww,1,2024-06-17T19:06:13,en
Great App. It has made life like heaven.,5,2024-06-17T18:18:43,en
Great app!,5,2024-06-17T17:41:58,en
great,5,2024-06-17T16:33:22,ro
"fast and reliable, good customer service as well",5,2024-06-17T15:49:00,en
best 💯,5,2024-06-17T15:05:33,de
"So I ordered food from one restaurant, it was supposed to be a vegetarian dish, but there was pork inside the food. I couldn't consume it obviously. I was told by the customer service that I will receive a coupon in terms of Glovo Credits but it has been a week and nothing arrived in my Glovo account. Overall disappointing experience.",1,2024-06-17T12:06:05,en
"What happened with this new update, app is so slow and janky (redmi 13)",5,2024-06-17T10:57:29,en
I waited 2 hours then they cancelled my order.,1,2024-06-17T04:05:25,en
"Too bad, now the developer will say sorry and do nothing, just sorry. We don't want your apology, but we want action and something real to know you're sorry.",1,2024-06-17T03:27:42,en
"Became totally useless. Cannot place orders as wants more details on my address despite having it, when I do it it gives me error. Did all possible troubleshooting and still same error. Getting support now ... 2-3 days. This was the last straw. I am done with this app.",1,2024-06-17T01:41:37,en
Stop promoting McDonald's product. We are boycotting now. Find another product to promote.,1,2024-06-17T01:02:48,en
