review,rating,date,lang
"this application throws its delivery drivers under the bus forcing you, if you are unhappy with delivery process, to rate the drivers poorly when 90% of the time it is the fault of the company for allowing you to pay for food when there are no drivers in your area and then your food takes an extra hour to arrive, stone cold, with no fault of the driver who was far away and took the job. Then the company takes no reponsibility and blocks avenues for feedback offering a 1euro voucher. pathetic",1,2023-11-28T19:37:58,en
". Xzaxx,xz,---,*+,- *,, -,00 ,, =,, , ,( T_T)＼(^-^ )(/･ω･(- now is @ too too haha ...... Me ...... The 🚐🌹🌹🌹🌹🌹🌹🌹🌹ω-) Am",1,2023-11-28T18:26:58,so
"Very bad service. Support is working awful and they increased the time of delivery twice, meanwhile support told me that it will not be increased one more time",1,2023-11-28T17:39:45,en
"AVOID...!! I placed an order; it never arrived. I've been chasing a refund / replacement for weeks, with no success. I'm being treated as a criminal, all because I wanted to make a surprise for my partner.",1,2023-11-28T17:12:09,en
Very poor service 😠😠,1,2023-11-28T16:54:04,en
ყველაზე ცუდი რამ რაც შეილება ცხოვრებაში დაგემართოს არის გლოვო,1,2023-11-28T16:48:30,et
Reklamiraju promociju i provuku transakciju po jednoj ceni i onda posle promene cenu bez vaseg znanja i naplate pun iznos bez da obaveste o bilo kakvoj promeni. Kriminal,1,2023-11-28T15:36:16,hr
Very fast delivery,5,2023-11-28T14:14:23,da
Nu sunt mulțumit deloc.Comenzile mereu intarzie. Dar taxa de transport mereu se ia(la pret relativ mare),1,2023-11-28T12:52:50,ro
Excellent aplication!,5,2023-11-28T10:39:27,fr
I liked it,5,2023-11-28T10:38:32,et
Nice,2,2023-11-28T03:05:36,ro
Everything goes fine until an issue comes up which requires them to refund. They will never refund. They don't have a friendly customer service and are practically unreachable.,1,2023-11-28T00:06:16,en
"They have terrible terrible customer service with a practically nonexistent refund policy. The service is okay when everything works, but the moment something goes wrong you're basically on your own, no refunds, no customer service, nothing!",1,2023-11-27T23:20:20,en
"The reason I ordered were certain items, which they didnt have. So instead of then allowing me to change (different type of apples, and potatoes for example), they just didnt send it at all. They didnt charge me for those, but I would have wanted a different kind instead...i tried calling multiple times, no answer. I had already paid the 15% tip online to the courier for the original order, it kept the amount, which now was almost 25%. Never again! Way expensive for items that I didnt need!",1,2023-11-27T21:19:04,en
They've started debiting their customers without processing their orders and they aren't responding to any of the complaints. I made an order yesterday and they didn't process the order but I was debited.,1,2023-11-27T20:47:39,en
Was lovely,5,2023-11-27T20:13:59,en
"A pesar de mis constantes solicitudes, no puedo emitir una factura por un pedido. ¿Es legal en España?",1,2023-11-27T19:53:37,es
تطبيق سيء جدا ولا يستحق حتى نجمة واحدة,1,2023-11-27T19:30:52,ar
Ordered from the supermarket Pingo Doce only half the items arrived and I was fully charged. Multiple chats with their support resulted in nothing but someone will get back to you. Its been three weeks and tons of time wasted. VERY bad service.,1,2023-11-27T19:27:33,en
"Prevaranti! Daju promo kodove i na kraju naplate ceo iznos. Uz to, ljudi iz supporta jako drski i ne poznaju zakon. Cak mi ni fiskalni račun nije stigao uz porudžbinu. Brisem aplikaciju, najgori su!!!",1,2023-11-27T19:24:52,hr
